4815,6809
6809,73044
1368001,6809
1545653,6809
1373458,6809
723,21212
6902,36676
723,55672
6038,8987
6038,9384
8987,9384
6984,8727
25025,6984
1514,6984
6984,10753
8727,10753
3264,25025
3264,6984
3264,10753
25025,10753
1514,7405
1514,8013
6984,7405
6984,8013
7405,8013
9009,10171
10171,10829
1191,3289
448,5489
4083,6373
6373,6373
60207,10600
134615,10600
43611,10600
60207,43611
134615,60207
134615,43611
194881,10600
8328,10600
5487,10600
325646,5487
5487,10763
23088,8163
3289,9009
1001,1399
1001,8163
3966,8163
22696,3289
22696,8163
23088,9009
8163,34905
5489,8163
5489,9009
8163,10169
4083,8727
2358,42372
6922,42372
42372,10759
746741,746741
733,8698
5487,9997
9997,10753
2582,7405
2582,9997
2582,10753
153970,8134
153970,9601
8134,9601
18516,153970
18516,9601
153970,6102
6102,9601
10180,10829
1514,29365
1514,10753
1514,9525
3648,4337
28889,8896
134615,194881
134615,6922
134615,7405
6922,7405
50166,5487
190521,68244
190521,11413
1191,7804
7804,7804
7243,7804
7242,7804
195088,85762
99,1897
1399,3289
3289,9068
3289,8597
3289,3966
10637,10795
1399,5942
1399,3554
5942,3554
2551,5492
2551,3264
2551,2551
18867,5487
4492,9525
3355,4492
3255,7405
3255,10753
28439,28439
2599,2599
7821,8120
3827,5487
3322,3355
3322,25480
29365,3355
29365,7405
3355,7405
644,5487
83947,41208
7243,10759
29365,10759
7405,10759
8013,10759
10753,10759
5942,10759
84857,10379
7393,36567
2582,10169
10169,10753
7405,10169
9525,10169
448,8640
3498,8640
296,7405
296,296
296,612
612,7405
296,8591
341248,36567
23744,33290
23744,448
3498,5492
3498,10395
5492,10395
1901,36676
8591,36676
3992,8328
358255,358255
5487,52175
3264,10627
25138,18889
25138,34905
3041,3109
4025,8134
228790,77492
68244,719872
190521,1433868
1433868,68244
4124,7514
7514,7514
4083,7514
4083,4083
5487,29046
59943,7405
59943,10753
59943,9525
9525,10753
281,5492
168,5492
5492,33290
5492,10753
5942,5492
5492,9525
2582,5492
5492,7405
5492,11002
6628,6628
6628,9945
1191,32968
6922,10395
19478,6922
19478,10395
1596,8591
1596,36676
168,1901
168,8591
1901,21183
21183,8591
1901,9945
8591,9945
36676,36676
723,723
11636,4083
4083,31994
214354,5487
7405,83947
2582,83947
612,3361
3361,8134
9344,9344
612,8160
21116,10553
7405,9525
33290,33290
1399,33290
3498,10553
3966,21116
33290,10553
23088,8896
6719,6719
275635,8896
5489,8896
3966,9009
3966,8597
83515,5487
2358,448
2358,2358
2358,4462
1399,2358
2358,9793
460132,276237
2396,6876
5487,35208
5470,6058
1897,55685
55685,55685
448,10795
448,5933
448,8597
1399,9525
448,9525
448,10553
620,620
1819,7242
21949,6582
1897,4278
9525,9525
33290,9525
21090,9525
9525,11002
9525,10795
1001,9525
1191,3521
1191,6582
1191,21183
1191,36676
21183,36676
1191,7417
4124,31994
31994,31994
5487,73494
5487,6876
83367,341248
11636,4124
25480,25480
5487,83818
1998,5487
40114,40114
2683,8698
7980,7980
3498,33290
3498,3498
168,1001
168,1399
1399,10795
1399,3966
60212,2382
1056,1901
21090,11002
21090,21090
2582,2582
6466,6466
1596,6915
3264,10553
591622,591622
19478,19478
19478,1897
51428,51428
3966,10553
21183,6582
1897,36676
1897,21183
612,36676
612,1897
2540,5690
5942,33290
33747,6904
73178,73178
616739,616739
623400,623400
1114195,1114195
1488564,857974
1364430,1364430
1086769,1086769
612,612
10795,10795
1243041,1243041
1433868,1102270
1363268,1363268
1545653,1100699
1356552,1356552
1373478,1373478
1433212,1433212
1596,1596
