114477,32624
480167,57308
40138,136411
25480,32624
325646,35296
3498,5640
723,7646
2555,3041
6851,114979
60212,2382
3322,4337
1368001,4815
8339,37617
8638,10169
28439,32624
2582,10753
4719,301542
3639,56946
2400,8896
2400,5489
2540,5690
48203,10591
87636,8896
275635,8896
2683,8698
358258,342369
60223,1418
2670,8745
2555,37776
6851,40790
480167,72965
8896,10849
12574,224905
1998,5487
1191,7804
214354,5487
1191,2101
1191,6760
7258,37418
1191,23088
5487,73494
5487,9997
5487,69749
5487,10763
3827,4316
38454,11170
1191,6845
83515,5487
3827,5487
1202,2409
1886,4025
5489,5640
2626,4493
161,6142
641,2193
641,2191
704,2356
19959,8896
28889,8896
5640,7804
7242,8001
60207,10600
2551,3264
2551,5492
19484,5487
5492,7821
3264,10627
3289,10869
5640,8896
17767,10109
24698,121191
328134,224905
190521,68244
68244,11413
253337,318341
195088,85762
276237,117466
6387,10391
6387,8686
6472,7393
52177,10627
161,19860
6038,9384
17128,7258
6809,33738
6809,73044
7393,36567
1202,1012892
3443,1012892
3639,6809
56946,224905
161,2670
18631,103
1430438,318341
161,8785
21212,9384
161,8001
103,55672
161,7804
103,9384
161,23088
21212,103
4815,6809
4821,6809
161,10689
25789,84108
25789,33738
6809,593411
6809,84108
2019,6375
3355,9068
9068,11289
20610,8896
68149,9384
732,1494066
1819,7242
2555,8700
281,7258
732,282446
281,6142
2551,8698
282388,37776
4278,8698
15657,56946
138099,8698
2555,32592
6851,7646
7258,8896
358258,2555
4603,28872
7597,10759
194000,282388
28872,9143
7646,36676
1368001,33738
8163,8745
1596450,8638
4493,61381
4124,14584
11636,4124
11636,4083
341248,36567
4083,31994
4083,6373
3992,6387
3992,8686
1815,3992
4316,83818
1373458,6809
2597,4493
72962,328134
4493,51272
6964,7824
475968,6809
732,4450
342369,121191
358258,15657
16521,68244
136411,358263
337623,6628
134615,43611
4492,495881
1242999,12574
358258,3639
253337,480167
1364504,8987
1191,1116632
1430438,56946
1191,1373478
819300,6851
194000,480167
194000,3002
262323,121191
6960,8782
194000,337523
141704,72965
25789,6809
18346,6694
19831,17128
1147320,6960
16521,306266
12574,32592
3423,7814
3264,1369713
253453,495881
84857,328134
5224,11289
282388,253453
6069,6672
1191,32968
4316,6918
72962,3639
6387,4917
2418,36437
4124,7514
7005,8640
3498,657797
18631,9384
595060,118886
3640,9384
3098,1094833
7243,36437
32968,613391
72962,337525
40048,12574
72962,8640
282357,328134
60548,33738
1272,11124
1294580,194337
83367,32968
3616,7512
4492,7617
1347,36117
1596450,82122
89013,6448
4511,6809
341248,41127
2193,82122
2358,6387
853491,6809
25255,36117
1251,805452
328134,36567
4337,6960
37776,194337
72625,321988
2193,325642
4337,6759
6915,8163
4603,9997
4603,6628
2556,4493
1828,6718
6851,42316
32968,141704
1494066,7934
12574,56946
60548,8638
42463,36567
8163,8896
8640,10432
2555,68446
82122,8640
1298944,224905
1998,83818
1256,8638
1251,342369
3423,7804
24605,8787
2555,337525
2555,4492
25255,69120
42463,69749
2346,121191
274783,6809
358258,5650
83929,5224
32968,73494
325646,1998
19831,10368
67108,301542
1815,3423
2191,6922
20352,3827
352374,67108
29046,52175
194000,495881
40048,68446
83367,36567
161,7052
2002,53654
40048,72962
2683,6135
2551,10627
53654,11413
2683,85762
214354,7417
460132,85762
1191,33738
2555,39541
2193,7773
1232150,72962
996051,8640
82819,321988
2418,274783
84108,61148
141626,6809
2193,21212
6719,183379
40048,4179
40048,10798
52175,8787
8640,121191
296,31748
6809,9997
993449,32915
1307619,17128
253337,224905
6130,7052
253337,5879
8004,10493
318341,56946
196102,42316
6904,136411
72625,25480
1256,191831
1251,495881
6964,42331
6851,612865
3002,8638
3639,495881
2193,6922
33738,857974
46303,30121
1897,11253
3288,6901
3264,121191
84857,282357
214354,3827
191831,6851
17767,5487
7514,38782
85762,190548
2598,36437
1202,52175
4816,6809
318341,7005
42347,321988
430,6069
282446,119565
17767,52175
3008,191831
328134,357977
197,8638
341248,7393
3041,3109
1191,283742
61381,36437
9344,1484911
6448,11170
88249,8638
75635,5224
3355,7646
42347,321988
32968,56946
1819,7243
68244,134527
475342,72962
141704,258494
83818,35296
1147320,6135
83367,301542
2193,190376
325646,52175
1147320,9384
407990,73710
614373,3131
28031,10594
18346,18631
1191,7393
42351,35623
7242,7804
18346,2393
12574,4582
52175,31555
495881,357977
6719,11253
68149,42316
258494,10324
28439,32937
2348,8638
2396,9260
2409,9260
614391,6851
72962,39541
70223,495881
3002,68446
1191,83367
72962,3995
17767,83818
5879,657797
72962,12574
1191,5224
4110,6038
253337,657797
725,3288
22656,4124
4124,7518
4124,6373
4278,5640
281,5492
612,29170
733,8698
1191,19860
9260,10772
5942,7597
4124,31994
24947,4511
5487,8332
5487,9260
6628,9945
